postcode,Suburb,state,long,lat
3714,Alexandra,VIC,145.68788899999998,-37.210538
3719,Gobur,VIC,145.608491,-37.041215
3720,Bonnie Doon,VIC,145.850304,-37.017241
3723,Bridge Creek,VIC,146.256507,-36.894465000000004
3725,Goorambat,VIC,145.937326,-36.414359000000005
3737,Myrtleford,VIC,146.82759,-36.554037
3747,Beechworth,VIC,146.725705,-36.361056
3749,Yackandandah,VIC,146.8638108,-36.42031113
3750,Wollert,VIC,145.005578,-37.596078000000006
3752,South Morang,VIC,145.074353,-37.619102000000005
3753,Beveridge,VIC,144.95951200000002,-37.476473999999996
3754,Mernda,VIC,145.112985,-37.593554
3765,Montrose,VIC,145.346621,-37.814771
3770,Gruyere,VIC,145.41600400000002,-37.708784
3775,Yarra Glen,VIC,145.365993,-37.642852000000005
3777,Healesville,VIC,145.513804,-37.606088
3781,Cockatoo,VIC,145.487862,-37.938471
3782,Emerald,VIC,145.433024,-37.938068
3793,Monbulk,VIC,145.429715,-37.874533
3796,Mt Evelyn,VIC,145.384922,-37.786977
3797,Yarra Junction,VIC,145.786343,-37.867809
3799,Millgrove,VIC,145.818512,-37.727565999999996
3802,Endeavour Hills,VIC,145.255599,-37.971763
3803,Hallam,VIC,145.265524,-38.009434999999996
3805,Narre Warren South,VIC,145.30419799999999,-38.037026000000004
3806,Berwick,VIC,145.34948799999998,-38.025017999999996
3807,Beaconsfield,VIC,145.371635,-38.048316
3809,Officer,VIC,145.406887,-38.069094
3810,Pakenham,VIC,145.472514,-38.04658
3812,Nar Nar Goon,VIC,145.565304,-38.070135
3818,Drouin,VIC,145.86733700000002,-38.096289
3820,Warragul,VIC,145.922212,-38.207476
3823,Yarragon,VIC,146.06565600000002,-38.210382
3825,Moe,VIC,146.34293200000002,-37.978862
3840,Morwell,VIC,146.42445700000002,-38.245215
3841,Morwell,VIC,147.463,-37.5832
3844,Traralgon,VIC,146.607101,-38.316869
3869,Yinnar,VIC,146.359836,-38.364689
3870,Boolarra,VIC,146.319351,-38.437946000000004
3871,Mirboo North,VIC,146.158866,-38.42207
3874,Carrajung Sth,VIC,146.836248,-38.514438
3875,Bairnsdale,VIC,147.63201,-37.826032
3911,Baxter,VIC,145.169556,-38.196908
3913,Tyabb,VIC,145.166426,-38.262273
3916,Shoreham,VIC,145.050587,-38.415199
3919,Crib Point,VIC,145.199777,-38.352327
3930,Mount Eliza,VIC,145.093743,-38.195017
3931,Mornington,VIC,145.04950300000002,-38.230038
3934,Mt Martha,VIC,145.031598,-38.2783
3939,Rosebud,VIC,144.900413,-38.42776
3940,Rosebud West,VIC,144.8754149,-38.37363083
3941,Rye,VIC,144.827203,-38.396077000000005
3942,Blairgowrie,VIC,144.768301,-38.367874
3943,Sorrento,VIC,144.739101,-38.345527000000004
3945,Loch,VIC,145.697053,-38.381582
3956,Meeniyan,VIC,145.955341,-38.597018
3976,Hampton Park,VIC,145.264296,-38.043995
3977,Cranbourne,VIC,145.2695101,-38.146639799999996
3981,Koo Wee rup,VIC,145.575,-38.207298
3996,Inverloch,VIC,145.745609,-38.629560999999995
4000,Brisbane,QLD,153.02212600000001,-27.468390999999997
4012,Nundah,QLD,153.05355,-27.399334999999997
4017,Bracken Ridge,QLD,153.047339,-27.318074
4019,Clontarf,QLD,153.088498,-27.248337
4020,Scarborough,QLD,153.0900858,-27.21066448
4021,Kippa-Ring,QLD,153.07529,-27.220097999999997
4034,Aspley,QLD,153.040051,-27.354710999999998
4037,Eatons Hill,QLD,152.936519,-27.341128
4053,Mitchelton,QLD,152.98725,-27.399572999999997
4055,Ferny Hills,QLD,152.92424,-27.393676
4060,Ashgrove,QLD,152.985176,-27.445107
4064,Paddington,QLD,152.99903899999998,-27.464676
4069,Fig Tree Pocket,QLD,152.898911,-27.502784000000002
4070,Bundaberg,QLD,152.871141,-27.559944
4073,Sinnamon Park,QLD,152.95138500000002,-27.549179
4074,Jindalee,QLD,152.92152099999998,-27.554082
4075,Corinda,QLD,152.975619,-27.552134999999996
4077,Doolandella,QLD,152.96782199999998,-27.605551000000002
4078,Forest Lake,QLD,152.950579,-27.612653
4102,Woolloongabba,QLD,153.0328,-27.495458000000003
4103,Northgate,QLD,153.02876799999999,-27.512175
4104,Yeronga,QLD,153.011535,-27.515758
4105,Moorooka,QLD,153.018893,-27.534438
4108,Coopers Plains,QLD,153.020197,-27.568359
4109,Sunnybank,QLD,153.057452,-27.57925
4110,Mundoolun,QLD,153.009526,-27.612178000000004
4114,Kingston,QLD,153.110764,-27.652812
4118,Regents Park,QLD,153.027323,-27.673806
4121,Holland Park West,QLD,153.053952,-27.526965999999998
4122,Mount Gravatt,QLD,153.088155,-27.543315999999997
4123,Rochedale South,QLD,153.116151,-27.583528
4124,Greenbank,QLD,152.96776100000002,-27.701681
4125,Munruben,QLD,153.04108,-27.730432
4129,Loganholme,QLD,153.186817,-27.681519
4130,Cornubia,QLD,153.24333000000001,-27.669244
4132,Crestmead,QLD,153.084397,-27.681063
4133,Chambers Flat,QLD,153.10266399999998,-27.723837
4152,Camp Hill,QLD,153.096812,-27.501348999999998
4155,Chandler,QLD,153.156446,-27.5181
4157,Capalaba,QLD,153.207096,-27.568178000000003
4161,Alexandra Hills,QLD,153.22686399999998,-27.533407
4163,Cleveland,QLD,153.26571,-27.535216
4165,Redland Bay,QLD,153.263801,-27.623975
4169,East Brisbane,QLD,153.040982,-27.484177000000003
4170,Cannon Hill,QLD,153.074231,-27.470778000000003
4178,Wynnum,QLD,153.232567,-27.425651000000002
4179,Manly,QLD,153.234041,-27.390822999999997
4184,Macleay Island,QLD,153.384655,-27.676499
4205,Bethania,QLD,153.156289,-27.687389000000003
4207,Eagleby,QLD,153.204523,-27.733990999999996
4208,Ormeau,QLD,153.27631,-27.767028999999997
4209,Pimpama,QLD,153.392892,-27.805497999999996
4210,Oxenford,QLD,153.279483,-27.932207000000002
4211,Carrara,QLD,153.24125800000002,-28.035453000000004
4213,Bonogin,QLD,153.318916,-28.110164
4214,Molendinar,QLD,153.365576,-27.967005
4215,Southport,QLD,153.397952,-27.967134
4216,Runaway Bay,QLD,153.419405,-27.839346999999997
4217,Benowa,QLD,153.412197,-28.008783
4218,Mermaid Waters,QLD,153.41692,-28.037627
4220,Miami,QLD,153.434406,-28.084952
4221,Palm Beach,QLD,153.45837,-28.127322999999997
4224,Tugun,QLD,153.48933200000002,-28.150223999999998
4225,Kirra,QLD,153.517333,-28.168787
4226,Clear Island Waters,QLD,153.40282,-28.067940000000004
4227,Reedy Creek,QLD,153.410392,-28.101892
4285,Beaudesert,QLD,152.975131,-28.056979
4300,Springfield,QLD,152.884999,-27.682273
4301,Collingwood Park,QLD,152.85808600000001,-27.629394
4304,Booval,QLD,152.80456999999998,-27.620656
4305,Ipswich,QLD,152.753696,-27.627521999999995
4306,Walloon,QLD,152.72540800000002,-27.480898
4309,Clumber,QLD,152.52336599999998,-27.98728
4310,Milford,QLD,152.600598,-28.121399
4311,Coominya,QLD,152.438771,-27.418571999999998
4312,Esk,QLD,152.482636,-27.256065000000003
4313,Toogoolawah,QLD,152.321536,-27.089516999999997
4330,Boonah,NSW,151.204557,-33.839863
4341,Laidley,QLD,152.396656,-27.68768
4342,Glenore Grove,QLD,152.377687,-27.543846999999996
4344,Helidon,QLD,152.060385,-27.572999
4350,Rangeville,QLD,151.852689,-27.576308
4352,Postmans Ridge,QLD,151.94182,-27.627661
4353,Haden,QLD,151.90457800000001,-27.256984000000003
4355,Crows Nest,QLD,152.008635,-27.18463
4357,Millmerran,QLD,151.103872,-27.957653999999998
4361,Clifton,QLD,151.948279,-27.965214000000003
4365,Leyburn,QLD,151.597527,-28.017149
4370,Warwick,QLD,151.95146119999998,-28.195678000000004
4373,Killarney,QLD,152.305204,-28.349372999999996
4385,Texas,QLD,151.24801000000002,-28.777563
4401,Oakey,QLD,151.703647,-27.473135
4413,Chinchilla,QLD,150.545144,-26.706834000000004
4415,Miles,QLD,150.20511399999998,-26.627339000000003
4428,Wallumbilla,QLD,149.20648899999998,-26.40373
4470,Charleville,QLD,146.0999607,-26.73025809
4480,Quilpie,QLD,143.274156,-26.248503999999997
4494,Bungunya,QLD,149.606552,-28.143515
4500,Strathpine,QLD,152.939438,-27.307845
4501,Lawnton,QLD,152.946201,-27.277628000000004
4502,Petrie,QLD,152.966813,-27.264974
4503,Kallangur,QLD,152.993187,-27.240638
4504,Narangba,QLD,152.932083,-27.186624
4505,Burpengary,QLD,152.976886,-27.153669
4506,Morayfield,QLD,152.936289,-27.128401
4507,Banksia Beach,QLD,153.12413999999998,-26.987776
4508,Deception Bay,QLD,153.013716,-27.181203000000004
4510,Caboolture,QLD,152.960273,-27.070177
4511,Ningi,QLD,153.080799,-27.077933
4514,Mount Archer,QLD,152.760081,-26.91784
4516,Elimbah,QLD,152.957238,-27.005542
4518,Glass House Mountains,QLD,152.98603300000002,-26.902425
4519,Beerwah,QLD,152.91803000000002,-26.849388
4551,Golden Beach,QLD,153.088435,-26.828066999999997
4552,Maleny,QLD,152.766898,-26.734305
4555,Palmwoods,QLD,152.95452,-26.691701000000002
4556,Tanawha,QLD,153.04978400000002,-26.700378999999998
4558,Maroochydore,QLD,153.07537299999998,-26.655067
4559,Woombye,QLD,152.965013,-26.663240000000002
4560,Bli Bli,QLD,152.917384,-26.635087
4564,Marcoola,QLD,153.079239,-26.612359
4565,Tewantin,QLD,153.042307,-26.156837
4567,Lanyana Way,QLD,153.096957,-26.408596000000003
4570,Victory Heights,QLD,152.616943,-26.153831
4573,Coolum Beach,QLD,153.06830300000001,-26.516941999999997
4574,Gheerulla,QLD,152.761131,-26.630369
4575,Wurtulla,QLD,153.11947800000002,-26.742043
4580,Tin Can Bay,QLD,152.928987,-25.891004000000002
4600,Kilkivan,QLD,152.221081,-26.055099
4601,Goomeri,QLD,152.012412,-26.145001999999998
4605,Cherbourg,QLD,151.870256,-26.112408
4610,Kingaroy,QLD,151.522575,-26.576904
4615,Nanango,QLD,152.010432,-26.659559
4650,Maryborough,QLD,152.791302,-25.640978
4655,Booral,QLD,152.78368,-25.337998000000002
4660,Apple Tree Creek,QLD,152.30096799999998,-25.189298
4670,Bundaberg,QLD,152.297855,-24.88776
4674,Euleilah,QLD,151.872531,-24.688503
4677,Seventeen Seventy,QLD,151.72773600000002,-24.318471
4680,Gladstone,QLD,151.91728500000002,-23.446826
4700,The Range,QLD,150.958111,-23.180173999999997
4701,Frenchville,QLD,150.557538,-23.354937
4702,The Gemfields,QLD,150.885772,-23.279639000000003
4703,Hidden Valley,QLD,150.894331,-23.074563
4710,Emu Park,QLD,150.82635,-23.257223
4712,Duaringa,QLD,149.673726,-23.69521
4716,THANGOOL,QLD,150.806049,-24.483472
4717,Blackwater,QLD,148.891333,-23.632816000000002
4720,Emerald,QLD,148.187851,-23.68492
4721,Clermont,QLD,147.17431000000002,-22.449259
4725,Barcaldine,QLD,145.36353300000002,-23.610575
4726,Aramac,QLD,145.486391,-22.536444
4730,Longreach,QLD,143.402522,-23.790710999999998
4732,Muttaburra,QLD,144.622118,-22.427636
4737,Campwin Beach,QLD,149.178072,-21.430039999999998
4740,North Mackay,QLD,149.059737,-21.337629999999997
4754,Mirani,QLD,148.832763,-21.188063
4805,Bowen,QLD,148.457987,-20.016612
4807,Ayr,QLD,147.133033,-19.914965
4810,Townsville,QLD,146.764659,-19.227783
4811,Idalia,QLD,146.840325,-19.323109
4814,Cranbrook,QLD,146.75474499999999,-19.285821
4815,Kelso,QLD,146.70758600000002,-19.372329
4816,Pentland,QLD,146.791529,-19.787858
4817,Cowley,QLD,146.652307,-19.310498000000003
4818,Balgal Beach,QLD,146.540275,-19.23794
4819,Magnetic Island,QLD,146.831766,-19.143944
4825,Mount Isa,QLD,137.43234099999998,-21.017326999999998
4850,Ingham,QLD,146.49572,-18.552533
4860,Innisfail,QLD,145.88878200000002,-17.520343
4870,Mooroobool,QLD,145.742303,-16.923761
4877,Port Douglas,QLD,145.467604,-16.535286
4880,Mareeba,QLD,145.2931511,-17.0488028
4881,Kuranda,QLD,145.5578365,-16.91252285
4882,Tolga,QLD,145.47284,-17.202517
4883,Atherton,QLD,145.476659,-17.333270000000002
5000,Adelaide,SA,138.60863700000002,-34.937459000000004
5006,North Adelaide,SA,138.584497,-34.911522999999995
5008,Ridleyton,SA,138.559407,-34.887510999999996
5009,Kilkenny,SA,138.542493,-34.896906
5011,Woodville,SA,138.5353265,-34.87089128
5015,Ethelton,SA,138.531567,-34.808422
5016,Largs Bay,SA,138.493796,-34.824515999999996
5018,North Haven,SA,138.49958,-34.779057
5019,Semaphore Park,SA,138.477054,-34.847707
5020,West Lakes Shore,SA,138.481639,-34.867318
5021,West Lakes,SA,138.492908,-34.866279999999996
5022,Grange,SA,138.49264,-34.905460999999995
5023,Findon,SA,138.51199,-34.900729999999996
5024,West Beach,SA,138.506052,-34.948827
5025,Flinders Park,SA,138.529573,-34.912384
5031,Torrensville,SA,138.570873,-34.936926
5032,Lockleys,SA,138.54435800000002,-34.935734000000004
5033,Cowandilla,SA,138.558451,-34.938858
5034,Clarence Park,SA,138.58811,-34.956227
5035,Forrestville,SA,138.575187,-34.952075
5037,North Plympton,SA,138.545826,-34.957399
5038,Plympton,SA,138.54836699999998,-34.968051
5039,Melrose Park,SA,138.570739,-34.976263
5041,Westbourne Park,SA,138.594176,-35.00298
5042,Pasadena,SA,138.575023,-35.007341
5043,Marion,SA,138.553853,-35.005492
5044,Glengowrie,SA,138.516314,-35.001213
5045,Glenelg,SA,138.516973,-34.977121999999994
5046,Warradale,SA,138.535434,-35.003794
5047,Sturt,SA,138.546572,-35.030702000000005
5048,Dover Gardens,SA,138.52045900000002,-35.017416
5049,Seacliff,SA,138.52272,-35.045389
5050,Bellevue Heights,SA,138.601272,-35.026307
5051,Blackwood,SA,138.620405,-35.033769
5052,Belair,SA,138.618684,-35.003888
5061,Unley,SA,138.60648,-34.957195
5062,Hawthorn,SA,138.60238700000002,-35.004063
5063,Parkside,SA,138.621477,-34.954325
5065,Toorak Gardens,SA,138.633974,-34.940362
5066,Beaumont,SA,138.66029,-34.940962
5067,Beulah Park,SA,138.630575,-34.919985
5068,Kensington Park,SA,138.654999,-34.922605
5069,St Peters,SA,138.623527,-34.907596999999996
5070,Payneham,SA,138.642172,-34.900496000000004
5072,Magill,SA,138.696113,-34.912078
5073,Rostrevor,SA,138.683151,-34.89528
5074,Newton,SA,138.669275,-34.884233
5075,Paradise,SA,138.675254,-34.861332
5081,Vale Park,SA,138.617673,-34.891417
5082,Prospect,SA,138.587083,-34.886018
5084,Blair Athol,SA,138.581605,-34.864409
5085,Northfield,SA,138.61295900000002,-34.856239
5086,Oakden,SA,138.64344,-34.854246999999994
5087,Windsor Gardens,SA,138.637707,-34.876988
5089,Highbury,SA,138.724487,-34.851048999999996
5090,Hope Valley,SA,138.704628,-34.843346000000004
5091,Tea Tree Gully,SA,138.735572,-34.822615
5092,Modbury Heights,SA,138.680226,-34.821319
5093,Valley View,SA,138.657974,-34.83977
5094,Gepps Cross,SA,138.581513,-34.802735999999996
5095,Mawson Lakes,SA,138.6199,-34.820685
5096,Para Hills,SA,138.644685,-34.798549
5097,Redwood Park,SA,138.70726100000002,-34.819614
5098,Ingle Farm,SA,138.638946,-34.829603000000006
5107,Parafield Gardens,SA,138.609874,-34.784447
5108,Paralowie,SA,138.61883999999998,-34.761553
5109,Salisbury Plain,SA,138.663871,-34.771432
5110,Burton,SA,138.56503700000002,-34.72213
5112,Hillier,SA,138.66661499999998,-34.726229
5113,Elizabeth North,SA,138.674449,-34.702506
5114,Blakeview,SA,138.754254,-34.718681
5115,Munno Parra,SA,138.681702,-34.669486
5116,Evanston Park,SA,138.724059,-34.622783
5118,Gawler East,SA,138.705675,-34.58378
5121,Macdonald Park,SA,138.65076580000002,-34.68857809
5125,Golden Grove,SA,138.738733,-34.773234
5126,Surrey Downs,SA,138.724953,-34.793414
5127,Wynn Vale,SA,138.674657,-34.796682000000004
5131,Upper Hermitage,SA,138.758111,-34.795291999999996
5141,Summertown,SA,138.722419,-34.957325
5152,Stirling,SA,138.703957,-34.998401
5158,Hallett Cove,SA,138.519781,-35.084001
5159,Aberfoyle Park,SA,138.603897,-35.061704999999996
5161,Reynella,SA,138.515652,-35.096383
5162,Morphett Vale,SA,138.565224,-35.112119
5163,Hackham,SA,138.552209,-35.147923
5164,Christie Downs,SA,138.500365,-35.124824
5165,Christies Beach,SA,138.475092,-35.137389
5167,Port Norlunga,SA,138.481211,-35.166866
5168,Noarlunga Downs,SA,138.49632,-35.149737
5169,Seaford,SA,138.477958,-35.194210999999996
5173,Aldinga Beach,SA,138.470002,-35.290568
5203,Yankalilla,SA,138.388132,-35.450839
5204,Wirrina Cove,SA,138.324567,-35.572164
5210,Mt Compass,SA,138.655684,-35.387709
5211,Encounter Bay,SA,138.627975,-35.566153
5214,Goolwa,SA,138.83480600000001,-35.491206
5231,Kersbrook,SA,138.839512,-34.81588636
5236,Tungkillo,SA,139.051698,-34.829433
5238,Mannum,SA,139.497207,-34.867709000000005
5241,Lobethal,SA,138.864359,-34.897166999999996
5242,Balhannah,SA,138.819125,-34.998416
5244,Woodside,SA,138.946384,-34.938664
5251,Mount Barker,SA,138.87343059999998,-35.13772392
5252,Brukunga,SA,138.94718899999998,-35.035728999999996
5253,Murray Bridge,SA,139.273641,-35.109083
5255,Woodchester,SA,138.975861,-35.248539
5256,Clayton Bay,SA,139.0336,-35.492114
5290,Mt Gambier,SA,140.764545,-37.839841
5303,Parilla,SA,140.685318,-35.191375
5330,Waikere,SA,139.97542099999998,-33.947070000000004
5341,Renmark,SA,140.753178,-33.739084000000005
5343,Berri,SA,140.556181,-34.321288
5351,Lyndoch,SA,138.897802,-34.638218
5352,Tanunda,SA,138.9856268,-34.54472249
5353,Angaston,SA,139.326979,-34.577328
5355,Nuriootpa,SA,139.007886,-34.443965999999996
5401,Hamley Bridge,SA,138.659866,-34.297740000000005
5411,Tarlee,SA,138.772345,-34.256363
5412,Riverton,SA,138.775266,-34.18289
5420,Lenswood,SA,138.961232,-33.252592
5451,Auburn,SA,138.62088300000002,-34.092233
5460,Owen,SA,138.517968,-34.312427
5461,Balaklava,SA,138.444457,-34.095314
5501,Calomba,SA,138.547998,-34.595073
5554,Kadina,SA,137.756193,-33.928028999999995
5556,Wallaroo,SA,137.610828,-33.950853
5573,Maitland,SA,137.508603,-34.514148999999996
5575,Minlaton,SA,137.54460500000002,-34.823141
5600,Whyalla Playford,SA,137.277293,-33.036339
5607,Coffin Bay,SA,136.456454,-35.156446
5608,Whyalla Stuart,SA,137.53251640000002,-33.05754209
6000,Perth,WA,115.85991200000001,-31.948762
6006,North Perth,WA,115.85291299999999,-31.929340000000003
6009,Nedlands,WA,115.80469199999999,-31.985791
6012,Mosman Park,WA,115.76340400000001,-32.015976
6014,Floreat,WA,115.80816899999999,-31.936389000000002
6016,Glendalough,WA,115.831181,-31.921221999999997
6017,Osborne Park,WA,115.81456200000001,-31.908357000000002
6018,Innaloo,WA,115.786821,-31.891957
6019,Scarborough,WA,115.76918300000001,-31.907329999999998
6020,North Beach,WA,115.765396,-31.852697999999997
6021,Balcatta,WA,115.81193300000001,-31.871671000000003
6023,Duncraig,WA,115.774028,-31.834469
6024,Greenwood,WA,115.803068,-31.83489
6025,Kallaroo,WA,115.754405,-31.79583
6026,Kingsley,WA,115.79983200000001,-31.801707
6027,Joondalup,WA,115.756405,-31.763346999999996
6030,Quinns Rocks,WA,115.711684,-31.687340999999996
6031,Banksia Grove,WA,115.77213799999998,-31.692538
6032,Maylands,WA,115.74887,-31.643227000000003
6050,Menora,WA,115.87186399999999,-31.930574
6052,Bedford,WA,115.883976,-31.915463
6053,Bayswater,WA,115.914851,-31.920863
6056,Swan View,WA,116.0261,-31.838397999999998
6059,Dianella,WA,115.861726,-31.882862
6060,Yokine,WA,115.840879,-31.903240999999998
6061,Balga,WA,115.843478,-31.864113
6062,Noranda,WA,115.89088000000001,-31.886321999999996
6063,Beechboro,WA,115.93782399999999,-31.866821999999996
6064,Alexander Heights,WA,115.849098,-31.835333000000002
6065,Ashby,WA,115.845329,-31.694440000000004
6069,Upper Swan,WA,115.989248,-31.78156868
6071,Glen Forrest,WA,116.10043200000001,-31.889087
6073,Mundaring,WA,116.28143,-31.949348999999998
6076,Lesmurdie,WA,116.20826299999999,-32.108961
6084,Bullsbrook,WA,116.072828,-31.622021000000004
6102,Bentley,WA,115.904425,-32.005644000000004
6104,Belmont,WA,115.97763300000001,-31.965497999999997
6105,Kewdale,WA,115.963293,-31.953879999999998
6107,East Cannington,WA,115.967142,-32.017663
6108,Thornlie,WA,115.953584,-32.06089
6110,Gosnells,WA,116.00860300000001,-32.078534999999995
6112,Mount Nasura,WA,115.99793400000001,-32.158675
6147,Langford,WA,115.941353,-32.043771
6148,Riverton,WA,115.924691,-32.030183
6149,Bull Creek,WA,115.85867900000001,-32.064941
6150,Bateman,WA,115.83360800000001,-32.061682
6151,South Perth,WA,115.869482,-31.982198999999998
6152,Manning,WA,115.87005800000001,-32.008509000000004
6153,Applecross,WA,115.837525,-32.024363
6154,Booragoon,WA,115.825994,-32.040061
6155,Canning Vale,WA,115.89077900000001,-32.061501
6156,Melville,WA,115.800233,-32.03954
6158,East Fremantle,WA,115.76656100000001,-32.038540999999995
6160,Fremantle,WA,115.754545,-32.054065
6162,South Fremantle,WA,115.759022,-32.068768
6163,Kardinya,WA,115.798722,-32.084784
6164,Yangebup,WA,115.854584,-32.131993
6166,Lake Coogee,WA,115.790704,-32.158361
6167,Orelia,WA,115.83530800000001,-32.223657
6168,Cooloongup,WA,115.75773000000001,-32.281957
6169,Safety Bay,WA,115.763949,-32.338504
6172,Port Kennedy,WA,115.753147,-32.37547
6173,Secret Harbour,WA,115.757908,-32.407414
6175,Dudley park,WA,115.75528899999999,-32.445896000000005
6210,Greenfields,WA,115.72828600000001,-32.557981
6211,Dawesville,WA,115.72828600000001,-32.557981
6230,Gelorup,WA,115.64920500000001,-33.341076
6280,Busselton,WA,115.302732,-33.728945
6285,Margaret River,WA,115.28097199999999,-33.941351
6330,Albany,WA,117.86328600000002,-34.905438000000004
6530,Geraldton,WA,114.862505,-28.802490999999996
6532,Glenfield,WA,115.004595,-28.440886
6535,Sandy Gully,WA,114.85243700000001,-27.832196000000003
6537,Denham,WA,114.62728700000001,-26.904889
6560,Wundowie,WA,116.428564,-31.817666
6562,Bakers Hill,WA,116.47343400000001,-31.746189
6566,Toodyay,WA,116.38063999999999,-31.484853
6743,Kununurra,WA,129.66200800000001,-17.293532
6990,GOSNELLS,WA,116.00846100000001,-32.060407
7008,Lenah Valley,TAS,147.29326799999998,-42.861932
7172,Nugent,TAS,147.631695,-42.730284999999995
7173,Sorell,TAS,147.630737,-42.823648999999996
7277,Legana,TAS,146.99697700000002,-41.366416
